Item #,Category,Sub Category,Product Name,Product Link,Small Image Link,Large Image Link,Size,Dimensional Size,Length,Width,Height,Weight,Color,Detail,SKU,Description,KeyFeatures,MSRP,MAP,Price
84-076              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84076.jpg,https://www.foxoutdoor.com/item_images_lg/84076.jpg,                                                  ,,,,,0.1,,All Gave Some  Some Gave All,8.22E+11,3' X 5' ALL GAVE SOME  SOME GAVE ALL FLAG             , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,12.95,10.95,4.9
84-08               ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/8408.jpg,https://www.foxoutdoor.com/item_images_lg/8408.jpg,                                                  ,,,,,0.1,,Confederate,99598840808,3' X 5' CONFEDERATE FLAG                              , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,12.95,10.95,4.9
84-081              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84081.jpg,https://www.foxoutdoor.com/item_images_lg/84081.jpg,                                                  ,,,,,0.1,,Orange Black Battle Flag,8.22E+11,3' X 5' ORANGE BLACK BATTLE FLAG                      , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,12.95,10.95,4.9
84-083              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84083.jpg,https://www.foxoutdoor.com/item_images_lg/84083.jpg,                                                  ,,,,,0.1,,Rebel Born  Rebel Bred,99598840839,3' X 5' REBEL BORN! REBEL BRED FLAG - RED             , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,12.95,10.95,4.9
84-09               ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/8409.jpg,https://www.foxoutdoor.com/item_images_lg/8409.jpg,                                                  ,,,,,0.1,,Jolly Roger,8.22E+11,3' X 5' JOLLY ROGER FLAG                              , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,10.95,8.95,4.25
84-095              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84095.jpg,https://www.foxoutdoor.com/item_images_lg/84095.jpg,                                                  ,,,,,0.1,,Pirate w/Red Scarf,8.22E+11,3' X 5' PIRATE WITH RED SCARF FLAG                    , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,10.95,8.95,4.25
84-096              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84096.jpg,https://www.foxoutdoor.com/item_images_lg/84096.jpg,                                                  ,,,,,0.1,,Rebel Born  Rebel Bred,99598840969,3' X 5' REBEL BORN! REBEL BRED FLAG - BLACK           , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,10.95,8.95,4.25
84-10               ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/8410.jpg,https://www.foxoutdoor.com/item_images_lg/8410.jpg,                                                  ,,,,,0.1,,Airborne*,99598841003,3' X 5' AIRBORNE FLAG                                 , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.25
84-112              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84112.jpg,https://www.foxoutdoor.com/item_images_lg/84112.jpg,                                                  ,,,,,0.1,,101st Airborne*,8.22E+11,3' X 5' 101ST AIRBORNE FLAG - BLACK                   , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-113              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84113.jpg,https://www.foxoutdoor.com/item_images_lg/84113.jpg,                                                  ,,,,,0.1,,101st Airborne Parawings Screaming Eagles*,8.22E+11,3' X 5' 101ST AIRBORNE PARAWINGS FLAG                 , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,11.95,9.95,4.5
84-117              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84117.jpg,https://www.foxoutdoor.com/item_images_lg/84117.jpg,                                                  ,,,,,0.1,,*173rd Airborne,8.22E+11,3' X 5' 173RD AIRBORNE FLAG                           , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-118              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84118.jpg,https://www.foxoutdoor.com/item_images_lg/84118.jpg,                                                  ,,,,,0.1,,187th Airborne,8.22E+11,3' X 5' 187th AIRBORNE FLAG                           , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,10.95,8.95,4.25
84-12               ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/8412.jpg,https://www.foxoutdoor.com/item_images_lg/8412.jpg,                                                  ,,,,,0.1,,82nd Airborne,8.22E+11,3' X 5' 82ND AIRBORNE FLAG                            , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-123              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84123.jpg,https://www.foxoutdoor.com/item_images_lg/84123.jpg,                                                  ,,,,,0.1,,82nd Airborne*,8.22E+11,3' X 5' 82ND AIRBORNE FLAG - BLACK                    , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,11.95,9.95,4.5
84-135              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84135.jpg,https://www.foxoutdoor.com/item_images_lg/84135.jpg,                                                  ,,,,,0.1,,1st Cavalry*,8.22E+11,3' X 5' 1ST CAVARLY - BLACK                           , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-14               ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/8414.jpg,https://www.foxoutdoor.com/item_images_lg/8414.jpg,                                                  ,,,,,0.1,,USMC Devil Dog,99598841409,3' X 5' USMC DEVIL DOGS FLAG                          , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-145              ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/84145.jpg,https://www.foxoutdoor.com/item_images_lg/84145.jpg,                                                  ,,,,,0.1,,1st Marine Division,99598841454,3' X 5' FIRST MARINE DIVISION FLAG                    , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-1452             ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/841452.jpg,https://www.foxoutdoor.com/item_images_lg/841452.jpg,                                                  ,,,,,0.1,,2nd Marine Division,8.22E+11,3' X 5' 2nd MARINE DIVISION FLAG                      , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-1453             ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/841453.jpg,https://www.foxoutdoor.com/item_images_lg/841453.jpg,                                                  ,,,,,0.1,,3rd Marine Division,8.22E+11,3' X 5' 3rd MARINE DIVISION FLAG                      , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,13.95,11.95,5.5
84-1454             ,Essentials,Flags,3' x 5' Flags,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=7&ccid=102&cscid=756,https://www.foxoutdoor.com/item_images_sm/841454.jpg,https://www.foxoutdoor.com/item_images_lg/841454.jpg,                                                  ,,,,,0.1,,4th Marine Division,8.22E+11,3' X 5' 4th MARINE DIVISION FLAG                      , 1-ply construction. Made of Super-Polyester. Canvas header. Complete with brass grommets,11.95,9.95,4.75
